level_0,index,sentence,source_file,begin,end,annotator,_annotation,text,_sentence_text,annotation,aspect_cat,results,sentence_split,iob
227,227,BHL_794_sample_Dutch_18.0.txt_3372-3442,"['BHL_794_sample_Dutch_18.0.txt', 'BHL_794_sample_Dutch_18.0.txt', 'BHL_794_sample_Dutch_18.0.txt']","[3388, 3397, 3430]","[3392, 3406, 3436]","['Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3388, end=3392, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=3397, end=3406, entitycategory=HUM_LANDFORM, sentimentcategory=3)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=3430, end=3436, entitycategory=PERSON)']","['land', 'onbebouwd', 'Koning']",Waar rycu . het land nog onbebouwd is komt het geheel den Koning toe .,"['ASPECT', 'NULL_CAT', 'NULL_CAT']","['NAT_LANDFORM', 'HUM_LANDFORM', 'PERSON']","(['Waar', 'rycu', '.', 'het', 'land', 'nog', 'onbebouwd', 'is', 'komt', 'het', 'geheel', 'den', 'Koning', 'toe', '.'], ['O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O'])","['Waar', 'rycu', '.', 'het', 'land', 'nog', 'onbebouwd', 'is', 'komt', 'het', 'geheel', 'den', 'Koning', 'toe', '.']","['O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O']"
228,228,BHL_794_sample_Dutch_18.0.txt_3443-3631,"['BHL_794_sample_Dutch_18.0.txt', 'BHL_794_sample_Dutch_18.0.txt', 'BHL_794_sample_Dutch_18.0.txt', 'BHL_794_sample_Dutch_18.0.txt', 'BHL_794_sample_Dutch_18.0.txt', 'BHL_794_sample_Dutch_18.0.txt', 'BHL_794_sample_Dutch_18.0.txt']","[3475, 3484, 3490, 3509, 3533, 3568, 3601]","[3480, 3498, 3498, 3515, 3541, 3574, 3610]","['Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3475, end=3480, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3484, end=3498, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3490, end=3498, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=3509, end=3515, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3533, end=3541, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3568, end=3574, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=3601, end=3610, entitycategory=PERSON)']","['uebec', 'Trois Rivières', 'Rivières', 'Koning', 'Montreal', 'Eiland', 'Priefters']","Ook be- hoort de plaats waarop §uebec en Trois Rivières ftaan den Koning ; dog die waarop Montreal gebouwd is met het gehele Eiland van dien naam , hebben de Priefters van de order van St.","['ASPECT', 'ASPECT', 'ASPECT', 'NULL_CAT', 'ASPECT', 'ASPECT', 'NULL_CAT']","['LOCATION', 'LOCATION', 'NAT_LANDFORM', 'PERSON', 'LOCATION', 'NAT_LANDFORM', 'PERSON']","(['Ook', 'be', 'hoort', 'de', 'plaats', 'waarop', 'uebec', 'en', 'Trois', 'Rivières', 'ftaan', 'den', 'Koning', ';', 'dog', 'die', 'waarop', 'Montreal', 'gebouwd', 'is', 'met', 'het', 'gehele', 'Eiland', 'van', 'dien', 'naam', ',', 'hebben', 'de', 'Priefters', 'van', 'de', 'order', 'van', 'St', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'B-LOCATION', 'B-NAT_LANDFORM', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O'])","['Ook', 'be', 'hoort', 'de', 'plaats', 'waarop', 'uebec', 'en', 'Trois', 'Rivières', 'ftaan', 'den', 'Koning', ';', 'dog', 'die', 'waarop', 'Montreal', 'gebouwd', 'is', 'met', 'het', 'gehele', 'Eiland', 'van', 'dien', 'naam', ',', 'hebben', 'de', 'Priefters', 'van', 'de', 'order', 'van', 'St', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'B-LOCATION', 'B-NAT_LANDFORM', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O']"
229,229,BHL_794_sample_Dutch_18.0.txt_3632-3669,['BHL_794_sample_Dutch_18.0.txt'],[3645],[3653],['Florian_Debaene'],"['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3645, end=3653, entitycategory=LOCATION)']",['Montreal'],Sulftcius te Montreal in ei- gewdom .,['ASPECT'],['LOCATION'],"(['Sulftcius', 'te', 'Montreal', 'in', 'ei', 'gewdom', '.'], ['O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O'])","['Sulftcius', 'te', 'Montreal', 'in', 'ei', 'gewdom', '.']","['O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O']"
230,230,BHL_794_sample_Dutch_18.0.txt_3670-3822,"['BHL_794_sample_Dutch_18.0.txt', 'BHL_794_sample_Dutch_18.0.txt']","[3684, 3693]","[3688, 3699]","['Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3684, end=3688, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=3693, end=3699, entitycategory=PERSON)']","['land', 'boeren']",Zy hebben hec land aan boeren en anderen voor ene zekere jaarlykfche fom verhuurd ; en alles is zo wel verpagt dat 'er niets meer te verpagten over is .,"['ASPECT', 'NULL_CAT']","['NAT_LANDFORM', 'PERSON']","(['Zy', 'hebben', 'hec', 'land', 'aan', 'boeren', 'en', 'anderen', 'voor', 'ene', 'zekere', 'jaarlykfche', 'fom', 'verhuurd', ';', 'en', 'alles', 'is', 'zo', 'wel', 'verpagt', 'dat', ""'er"", 'niets', 'meer', 'te', 'verpagten', 'over', 'is', '.'], ['O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Zy', 'hebben', 'hec', 'land', 'aan', 'boeren', 'en', 'anderen', 'voor', 'ene', 'zekere', 'jaarlykfche', 'fom', 'verhuurd', ';', 'en', 'alles', 'is', 'zo', 'wel', 'verpagt', 'dat', ""'er"", 'niets', 'meer', 'te', 'verpagten', 'over', 'is', '.']","['O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
231,231,BHL_794_sample_Dutch_18.0.txt_3823-4048,"['BHL_794_sample_Dutch_18.0.txt', 'BHL_794_sample_Dutch_18.0.txt', 'BHL_794_sample_Dutch_18.0.txt', 'BHL_794_sample_Dutch_18.0.txt']","[3846, 3873, 3928, 4038]","[3859, 3882, 3936, 4046]","['Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=3846, end=3859, entitycategory=HUM_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3873, end=3882, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3928, end=3936, entitycategory=HUM_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=4038, end=4046, entitycategory=FAUNA)']","['nedcrzetteden', 'landeryen', 'hofllede', 'hoenders']","Die zig hier het eerft nedcrzetteden kregen hunne landeryen voor enen zeer geringen prys , want voor ene hofllede van drie Arpents in de breedte en dertig in de langte beftond de hele .huur dikwyls maar in een paar hoenders .","['NULL_CAT', 'ASPECT', 'ASPECT', 'ASPECT']","['HUM_LANDFORM', 'NAT_LANDFORM', 'HUM_LANDFORM', 'FAUNA']","(['Die', 'zig', 'hier', 'het', 'eerft', 'nedcrzetteden', 'kregen', 'hunne', 'landeryen', 'voor', 'enen', 'zeer', 'geringen', 'prys', ',', 'want', 'voor', 'ene', 'hofllede', 'van', 'drie', 'Arpents', 'in', 'de', 'breedte', 'en', 'dertig', 'in', 'de', 'langte', 'beftond', 'de', 'hele', '.', 'huur', 'dikwyls', 'maar', 'in', 'een', 'paar', 'hoenders', '.'], ['O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O'])","['Die', 'zig', 'hier', 'het', 'eerft', 'nedcrzetteden', 'kregen', 'hunne', 'landeryen', 'voor', 'enen', 'zeer', 'geringen', 'prys', ',', 'want', 'voor', 'ene', 'hofllede', 'van', 'drie', 'Arpents', 'in', 'de', 'breedte', 'en', 'dertig', 'in', 'de', 'langte', 'beftond', 'de', 'hele', '.', 'huur', 'dikwyls', 'maar', 'in', 'een', 'paar', 'hoenders', '.']","['O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O']"
232,232,BHL_794_sample_Dutch_18.0.txt_400-477,"['BHL_794_sample_Dutch_18.0.txt', 'BHL_794_sample_Dutch_18.0.txt']","[445, 471]","[450, 475]","['Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=445, end=450, entitycategory=LAND_COVER)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=471, end=475, entitycategory=LAND_COVER)']","['grond', 'zand']","Zy vorde- ren enen hogen , drogen , fchralen grond , vermengd met grof zand .","['ASPECT', 'ASPECT']","['LAND_COVER', 'LAND_COVER']","(['Zy', 'vorde', 'ren', 'enen', 'hogen', ',', 'drogen', ',', 'fchralen', 'grond', ',', 'vermengd', 'met', 'grof', 'zand', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LAND_COVER', 'O', 'O', 'O', 'O', 'B-LAND_COVER', 'O'])","['Zy', 'vorde', 'ren', 'enen', 'hogen', ',', 'drogen', ',', 'fchralen', 'grond', ',', 'vermengd', 'met', 'grof', 'zand', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LAND_COVER', 'O', 'O', 'O', 'O', 'B-LAND_COVER', 'O']"
233,233,BHL_794_sample_Dutch_18.0.txt_4049-4119,['BHL_794_sample_Dutch_18.0.txt'],[4079],[4083],['Florian_Debaene'],"['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=4079, end=4083, entitycategory=NAT_LANDFORM)']",['land'],Anderen betalen voor zulk een land dertig of veertig Sols in 't jaar .,['ASPECT'],['NAT_LANDFORM'],"(['Anderen', 'betalen', 'voor', 'zulk', 'een', 'land', 'dertig', 'of', 'veertig', 'Sols', 'in', ""'t"", 'jaar', '.'], ['O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Anderen', 'betalen', 'voor', 'zulk', 'een', 'land', 'dertig', 'of', 'veertig', 'Sols', 'in', ""'t"", 'jaar', '.']","['O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
234,234,BHL_794_sample_Dutch_18.0.txt_4195-4324,"['BHL_794_sample_Dutch_18.0.txt', 'BHL_794_sample_Dutch_18.0.txt']","[4198, 4221]","[4204, 4241]","['Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=4198, end=4204, entitycategory=HUM_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=4221, end=4241, entitycategory=LOCATION)']","[""hui'en"", 'het gehele land door']",De hui'en zyn op deze wys het gehele land door zeer ongelyk ; en de ene nabuur betaalt dikwyls < 3riemaal zo veel als de andere .,"['ASPECT', 'NULL_CAT']","['HUM_LANDFORM', 'LOCATION']","(['De', ""hui'en"", 'zyn', 'op', 'deze', 'wys', 'het', 'gehele', 'land', 'door', 'zeer', 'ongelyk', ';', 'en', 'de', 'ene', 'nabuur', 'betaalt', 'dikwyls', '3riemaal', 'zo', 'veel', 'als', 'de', 'andere', '.'], ['O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['De', ""hui'en"", 'zyn', 'op', 'deze', 'wys', 'het', 'gehele', 'land', 'door', 'zeer', 'ongelyk', ';', 'en', 'de', 'ene', 'nabuur', 'betaalt', 'dikwyls', '3riemaal', 'zo', 'veel', 'als', 'de', 'andere', '.']","['O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
235,235,BHL_794_sample_Dutch_18.0.txt_4325-4365,"['BHL_794_sample_Dutch_18.0.txt', 'BHL_794_sample_Dutch_18.0.txt', 'BHL_794_sample_Dutch_18.0.txt']","[4328, 4341, 4354]","[4336, 4347, 4363]","['Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=4328, end=4336, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=4341, end=4347, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=4354, end=4363, entitycategory=NAT_LANDFORM, sentimentcategory=2)']","['Bifichop', 'Kanada', 'geen land']",De Bifichop van Kanada heeft geen land .,"['NULL_CAT', 'ASPECT', 'NULL_CAT']","['PERSON', 'LOCATION', 'NAT_LANDFORM']","(['De', 'Bifichop', 'van', 'Kanada', 'heeft', 'geen', 'land', '.'], ['O', 'B-PERSON', 'O', 'B-LOCATION', 'O', 'B-NAT_LANDFORM', 'I-NAT_LANDFORM', 'O'])","['De', 'Bifichop', 'van', 'Kanada', 'heeft', 'geen', 'land', '.']","['O', 'B-PERSON', 'O', 'B-LOCATION', 'O', 'B-NAT_LANDFORM', 'I-NAT_LANDFORM', 'O']"
236,236,BHL_794_sample_Dutch_18.0.txt_4366-4432,"['BHL_794_sample_Dutch_18.0.txt', 'BHL_794_sample_Dutch_18.0.txt']","[4369, 4397]","[4375, 4407]","['Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=4369, end=4375, entitycategory=HUM_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=4397, end=4407, entitycategory=ORGANISATION)']","['kerken', 'gemeentens']",De kerken worden op kollen der gemeentens gebouwd en onderhouden .,"['ASPECT', 'NULL_CAT']","['HUM_LANDFORM', 'ORGANISATION']","(['De', 'kerken', 'worden', 'op', 'kollen', 'der', 'gemeentens', 'gebouwd', 'en', 'onderhouden', '.'], ['O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'B-ORGANISATION', 'O', 'O', 'O', 'O'])","['De', 'kerken', 'worden', 'op', 'kollen', 'der', 'gemeentens', 'gebouwd', 'en', 'onderhouden', '.']","['O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'B-ORGANISATION', 'O', 'O', 'O', 'O']"
237,237,BHL_794_sample_Dutch_18.0.txt_4433-4545,"['BHL_794_sample_Dutch_18.0.txt', 'BHL_794_sample_Dutch_18.0.txt', 'BHL_794_sample_Dutch_18.0.txt']","[4497, 4508, 4536]","[4503, 4516, 4542]","['Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=4497, end=4503, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=4508, end=4516, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=4536, end=4542, entitycategory=LOCATION)']","['Koning', 'Frankryk', 'Kanada']","Buiten den tol der waren die hier worden ingefcheept , trekt de Koning van Frankryk gene inkomfien uit Kanada ..","['NULL_CAT', 'ASPECT', 'ASPECT']","['PERSON', 'LOCATION', 'LOCATION']","(['Buiten', 'den', 'tol', 'der', 'waren', 'die', 'hier', 'worden', 'ingefcheept', ',', 'trekt', 'de', 'Koning', 'van', 'Frankryk', 'gene', 'inkomfien', 'uit', 'Kanada', '.', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'B-LOCATION', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O'])","['Buiten', 'den', 'tol', 'der', 'waren', 'die', 'hier', 'worden', 'ingefcheept', ',', 'trekt', 'de', 'Koning', 'van', 'Frankryk', 'gene', 'inkomfien', 'uit', 'Kanada', '.', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'B-LOCATION', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O']"
238,238,BHL_794_sample_Dutch_18.0.txt_4546-4600,"['BHL_794_sample_Dutch_18.0.txt', 'BHL_794_sample_Dutch_18.0.txt']","[4549, 4593]","[4558, 4598]","['Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=4549, end=4558, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=4593, end=4598, entitycategory=HUM_LANDFORM)']","['Priefters', 'molen']",De Priefters van 71/ö « /rea/hebbcn hier eiïen molen .,"['NULL_CAT', 'ASPECT']","['PERSON', 'HUM_LANDFORM']","(['De', 'Priefters', 'van', '71', 'ö', 'rea', 'hebbcn', 'hier', 'eiïen', 'molen', '.'], ['O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O'])","['De', 'Priefters', 'van', '71', 'ö', 'rea', 'hebbcn', 'hier', 'eiïen', 'molen', '.']","['O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O']"
239,239,BHL_794_sample_Dutch_18.0.txt_4601-4715,"['BHL_794_sample_Dutch_18.0.txt', 'BHL_794_sample_Dutch_18.0.txt']","[4620, 4695]","[4626, 4703]","['Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=4620, end=4626, entitycategory=HUM_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=4695, end=4703, entitycategory=PERSON)']","['Molens', 'Molenaar']","Het vierde van dat Molens . * er op gemalen wordt komt hun toe , dog hiervan heeft wederom de Molenaar een derde .","['ASPECT', 'NULL_CAT']","['HUM_LANDFORM', 'PERSON']","(['Het', 'vierde', 'van', 'dat', 'Molens', '.', 'er', 'op', 'gemalen', 'wordt', 'komt', 'hun', 'toe', ',', 'dog', 'hiervan', 'heeft', 'wederom', 'de', 'Molenaar', 'een', 'derde', '.'], ['O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O'])","['Het', 'vierde', 'van', 'dat', 'Molens', '.', 'er', 'op', 'gemalen', 'wordt', 'komt', 'hun', 'toe', ',', 'dog', 'hiervan', 'heeft', 'wederom', 'de', 'Molenaar', 'een', 'derde', '.']","['O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O']"
240,240,BHL_794_sample_Dutch_18.0.txt_4755-4796,['BHL_794_sample_Dutch_18.0.txt'],[4789],[4794],['Florian_Debaene'],"['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=4789, end=4794, entitycategory=HUM_LANDFORM)']",['molen'],Somtyds ver- pagt men ook wel den molen .,['ASPECT'],['HUM_LANDFORM'],"(['Somtyds', 'ver', 'pagt', 'men', 'ook', 'wel', 'den', 'molen', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O'])","['Somtyds', 'ver', 'pagt', 'men', 'ook', 'wel', 'den', 'molen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O']"
241,241,BHL_794_sample_Dutch_18.0.txt_4797-4865,"['BHL_794_sample_Dutch_18.0.txt', 'BHL_794_sample_Dutch_18.0.txt', 'BHL_794_sample_Dutch_18.0.txt']","[4827, 4834, 4848]","[4833, 4842, 4853]","['Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=4827, end=4833, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=4834, end=4842, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=4848, end=4853, entitycategory=HUM_LANDFORM)']","['Eiland', 'Montreal', 'molen']",Buiten hem mag niemand op het Eiland Montreal enen molen aanleggen .,"['ASPECT', 'ASPECT', 'ASPECT']","['NAT_LANDFORM', 'LOCATION', 'HUM_LANDFORM']","(['Buiten', 'hem', 'mag', 'niemand', 'op', 'het', 'Eiland', 'Montreal', 'enen', 'molen', 'aanleggen', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'B-LOCATION', 'O', 'B-HUM_LANDFORM', 'O', 'O'])","['Buiten', 'hem', 'mag', 'niemand', 'op', 'het', 'Eiland', 'Montreal', 'enen', 'molen', 'aanleggen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'B-LOCATION', 'O', 'B-HUM_LANDFORM', 'O', 'O']"
242,242,BHL_794_sample_Dutch_18.0.txt_4866-5023,"['BHL_794_sample_Dutch_18.0.txt', 'BHL_794_sample_Dutch_18.0.txt', 'BHL_794_sample_Dutch_18.0.txt', 'BHL_794_sample_Dutch_18.0.txt']","[4904, 4920, 4935, 4988]","[4913, 4930, 4943, 4994]","['Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene']","['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=4904, end=4913, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=4920, end=4930, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=4935, end=4943, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=4988, end=4994, entitycategory=HUM_LANDFORM)']","['Priefters', 'Inwoonders', 'Montreal', 'molens']",Volgens ene overeenkomfl : tuOchen èa Priefters en de Inwoonders van Montreal zyn de laatften verpligt al ■hun koom op de molens der eerften te laten malen .,"['NULL_CAT', 'NULL_CAT', 'ASPECT', 'ASPECT']","['PERSON', 'PERSON', 'LOCATION', 'HUM_LANDFORM']","(['Volgens', 'ene', 'overeenkomfl', 'tuOchen', 'èa', 'Priefters', 'en', 'de', 'Inwoonders', 'van', 'Montreal', 'zyn', 'de', 'laatften', 'verpligt', 'al', 'hun', 'koom', 'op', 'de', 'molens', 'der', 'eerften', 'te', 'laten', 'malen', '.'], ['O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'B-PERSON', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O'])","['Volgens', 'ene', 'overeenkomfl', 'tuOchen', 'èa', 'Priefters', 'en', 'de', 'Inwoonders', 'van', 'Montreal', 'zyn', 'de', 'laatften', 'verpligt', 'al', 'hun', 'koom', 'op', 'de', 'molens', 'der', 'eerften', 'te', 'laten', 'malen', '.']","['O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'B-PERSON', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O']"
