Unnamed: 0,source_file,sentence,begin,end,annotator,_annotation,text,_sentence_text,annotation,aspect_cat,century
95,GB-117_sample_English_18.txt,GB-117_sample_English_18.txt_10070-10424,10139,10157,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=10139, end=10157, entitycategory=LOCATION)",Van Diemen 's Land,"By our Longitude we are a degree to the Westward of the East side of Van Diemen 's Land , according to Tasman , the first discoverer 's , Longitude of it , who could not err much in so short a run as from this land to New Zeland ; and by our Latitude we could not be above 50 or 55 Leagues to the Northward of the place where he took his departure from .",ASPECT,LOCATION,18.0
96,GB-117_sample_English_18.txt,GB-117_sample_English_18.txt_10070-10424,10173,10179,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=10173, end=10179, entitycategory=PERSON)",Tasman,"By our Longitude we are a degree to the Westward of the East side of Van Diemen 's Land , according to Tasman , the first discoverer 's , Longitude of it , who could not err much in so short a run as from this land to New Zeland ; and by our Latitude we could not be above 50 or 55 Leagues to the Northward of the place where he took his departure from .",ASPECT,PERSON,18.0
97,GB-117_sample_English_18.txt,GB-117_sample_English_18.txt_10070-10424,10288,10298,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=10288, end=10298, entitycategory=LOCATION)",New Zeland,"By our Longitude we are a degree to the Westward of the East side of Van Diemen 's Land , according to Tasman , the first discoverer 's , Longitude of it , who could not err much in so short a run as from this land to New Zeland ; and by our Latitude we could not be above 50 or 55 Leagues to the Northward of the place where he took his departure from .",ASPECT,LOCATION,18.0
98,GB-117_sample_English_18.txt,GB-117_sample_English_18.txt_10437-10512,10466,10475,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=10466, end=10475, entitycategory=LOCATION)",AUSTRALIA,"EXPLORATION OF EAST COAST OF AUSTRALIA . [ April 1770 . ] THURSDAY , 19th .",ASPECT,LOCATION,18.0
100,GB-117_sample_English_18.txt,GB-117_sample_English_18.txt_10513-10731,10535,10540,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=10535, end=10540, entitycategory=WEATHER)",Gales,"In the P.M. had fresh Gales at South-South-West and Cloudy Squally weather , with a large Southerly Sea ; at 6 took in the Topsails , and at 1 A.M. brought too and Sounded , but had no ground with 130 fathoms of line .",ASPECT,WEATHER,18.0
101,GB-117_sample_English_18.txt,GB-117_sample_English_18.txt_10513-10731,10565,10587,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=10565, end=10587, entitycategory=WEATHER)",Cloudy Squally weather,"In the P.M. had fresh Gales at South-South-West and Cloudy Squally weather , with a large Southerly Sea ; at 6 took in the Topsails , and at 1 A.M. brought too and Sounded , but had no ground with 130 fathoms of line .",ASPECT,WEATHER,18.0
102,GB-117_sample_English_18.txt,GB-117_sample_English_18.txt_10732-10830,10810,10815,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=10810, end=10815, entitycategory=NAT_LANDFORM)",coast,"At 5 , set the Topsails close reef 'd , and 6 , saw land * ( * The south-east coast of Australia .",ASPECT,NAT_LANDFORM,18.0
103,GB-117_sample_English_18.txt,GB-117_sample_English_18.txt_10732-10830,10819,10828,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=10819, end=10828, entitycategory=LOCATION)",Australia,"At 5 , set the Topsails close reef 'd , and 6 , saw land * ( * The south-east coast of Australia .",ASPECT,LOCATION,18.0
104,GB-117_sample_English_18.txt,GB-117_sample_English_18.txt_10831-10946,10932,10944,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=10932, end=10944, entitycategory=LAND_COVER)",sandy bottom,"See chart . ) extending from North-East to West , distance 5 or 6 Leagues , having 80 fathoms , fine sandy bottom .",ASPECT,LAND_COVER,18.0
105,GB-117_sample_English_18.txt,GB-117_sample_English_18.txt_11287-11516,11505,11514,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=11505, end=11514, entitycategory=LOCATION)",Greenwich,"The Southermost point of land we had in sight , which bore from us West 1/4 South , I judged to lay in the Latitude of 38 degrees 0 minutes South and in the Longitude of 211 degrees 7 minutes West from the Meridian of Greenwich .",ASPECT,LOCATION,18.0
106,GB-117_sample_English_18.txt,GB-117_sample_English_18.txt_11517-11613,11533,11544,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=11533, end=11544, entitycategory=LOCATION)",Point Hicks,"I have named it Point Hicks , because Lieutenant Hicks was the first who discover 'd this Land .",ASPECT,LOCATION,18.0
107,GB-117_sample_English_18.txt,GB-117_sample_English_18.txt_11517-11613,11555,11571,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=11555, end=11571, entitycategory=PERSON)",Lieutenant Hicks,"I have named it Point Hicks , because Lieutenant Hicks was the first who discover 'd this Land .",ASPECT,PERSON,18.0
108,GB-117_sample_English_18.txt,GB-117_sample_English_18.txt_11614-12384,11750,11756,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=11750, end=11756, entitycategory=PERSON)",Tasman,"To the Southward of this point we could see no land , and yet it was clear in that Quarter , and by our Longitude compared with that of Tasman 's , the body of Van Diemen 's land ought to have bore due South from us , and from the soon falling of the Sea after the wind abated I had reason to think it did ; but as we did not see it , and finding the Coast to trend North-East and South-West , or rather more to the Westward , makes me Doubtfull whether they are one land or no . * ( * Had not the gale on the day before forced Cook to run to the northward , he would have made the north end of the Furneaux Group , and probably have discovered Bass Strait , which would have cleared up the doubt , which he evidently felt , as to whether Tasmania was an island or not .",ASPECT,PERSON,18.0
109,GB-117_sample_English_18.txt,GB-117_sample_English_18.txt_11614-12384,11774,11784,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=11774, end=11784, entitycategory=PERSON)",Van Diemen,"To the Southward of this point we could see no land , and yet it was clear in that Quarter , and by our Longitude compared with that of Tasman 's , the body of Van Diemen 's land ought to have bore due South from us , and from the soon falling of the Sea after the wind abated I had reason to think it did ; but as we did not see it , and finding the Coast to trend North-East and South-West , or rather more to the Westward , makes me Doubtfull whether they are one land or no . * ( * Had not the gale on the day before forced Cook to run to the northward , he would have made the north end of the Furneaux Group , and probably have discovered Bass Strait , which would have cleared up the doubt , which he evidently felt , as to whether Tasmania was an island or not .",ASPECT,PERSON,18.0
110,GB-117_sample_English_18.txt,GB-117_sample_English_18.txt_11614-12384,11865,11868,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=11865, end=11868, entitycategory=NAT_LANDFORM)",Sea,"To the Southward of this point we could see no land , and yet it was clear in that Quarter , and by our Longitude compared with that of Tasman 's , the body of Van Diemen 's land ought to have bore due South from us , and from the soon falling of the Sea after the wind abated I had reason to think it did ; but as we did not see it , and finding the Coast to trend North-East and South-West , or rather more to the Westward , makes me Doubtfull whether they are one land or no . * ( * Had not the gale on the day before forced Cook to run to the northward , he would have made the north end of the Furneaux Group , and probably have discovered Bass Strait , which would have cleared up the doubt , which he evidently felt , as to whether Tasmania was an island or not .",ASPECT,NAT_LANDFORM,18.0
111,GB-117_sample_English_18.txt,GB-117_sample_English_18.txt_11614-12384,11879,11883,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=11879, end=11883, entitycategory=WEATHER)",wind,"To the Southward of this point we could see no land , and yet it was clear in that Quarter , and by our Longitude compared with that of Tasman 's , the body of Van Diemen 's land ought to have bore due South from us , and from the soon falling of the Sea after the wind abated I had reason to think it did ; but as we did not see it , and finding the Coast to trend North-East and South-West , or rather more to the Westward , makes me Doubtfull whether they are one land or no . * ( * Had not the gale on the day before forced Cook to run to the northward , he would have made the north end of the Furneaux Group , and probably have discovered Bass Strait , which would have cleared up the doubt , which he evidently felt , as to whether Tasmania was an island or not .",ASPECT,WEATHER,18.0
112,GB-117_sample_English_18.txt,GB-117_sample_English_18.txt_11614-12384,11965,11970,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=11965, end=11970, entitycategory=NAT_LANDFORM)",Coast,"To the Southward of this point we could see no land , and yet it was clear in that Quarter , and by our Longitude compared with that of Tasman 's , the body of Van Diemen 's land ought to have bore due South from us , and from the soon falling of the Sea after the wind abated I had reason to think it did ; but as we did not see it , and finding the Coast to trend North-East and South-West , or rather more to the Westward , makes me Doubtfull whether they are one land or no . * ( * Had not the gale on the day before forced Cook to run to the northward , he would have made the north end of the Furneaux Group , and probably have discovered Bass Strait , which would have cleared up the doubt , which he evidently felt , as to whether Tasmania was an island or not .",ASPECT,NAT_LANDFORM,18.0
113,GB-117_sample_English_18.txt,GB-117_sample_English_18.txt_11614-12384,12112,12116,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=12112, end=12116, entitycategory=WEATHER)",gale,"To the Southward of this point we could see no land , and yet it was clear in that Quarter , and by our Longitude compared with that of Tasman 's , the body of Van Diemen 's land ought to have bore due South from us , and from the soon falling of the Sea after the wind abated I had reason to think it did ; but as we did not see it , and finding the Coast to trend North-East and South-West , or rather more to the Westward , makes me Doubtfull whether they are one land or no . * ( * Had not the gale on the day before forced Cook to run to the northward , he would have made the north end of the Furneaux Group , and probably have discovered Bass Strait , which would have cleared up the doubt , which he evidently felt , as to whether Tasmania was an island or not .",ASPECT,WEATHER,18.0
114,GB-117_sample_English_18.txt,GB-117_sample_English_18.txt_11614-12384,12213,12227,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=12213, end=12227, entitycategory=LOCATION)",Furneaux Group,"To the Southward of this point we could see no land , and yet it was clear in that Quarter , and by our Longitude compared with that of Tasman 's , the body of Van Diemen 's land ought to have bore due South from us , and from the soon falling of the Sea after the wind abated I had reason to think it did ; but as we did not see it , and finding the Coast to trend North-East and South-West , or rather more to the Westward , makes me Doubtfull whether they are one land or no . * ( * Had not the gale on the day before forced Cook to run to the northward , he would have made the north end of the Furneaux Group , and probably have discovered Bass Strait , which would have cleared up the doubt , which he evidently felt , as to whether Tasmania was an island or not .",ASPECT,LOCATION,18.0
115,GB-117_sample_English_18.txt,GB-117_sample_English_18.txt_11614-12384,12259,12270,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=12259, end=12270, entitycategory=LOCATION)",Bass Strait,"To the Southward of this point we could see no land , and yet it was clear in that Quarter , and by our Longitude compared with that of Tasman 's , the body of Van Diemen 's land ought to have bore due South from us , and from the soon falling of the Sea after the wind abated I had reason to think it did ; but as we did not see it , and finding the Coast to trend North-East and South-West , or rather more to the Westward , makes me Doubtfull whether they are one land or no . * ( * Had not the gale on the day before forced Cook to run to the northward , he would have made the north end of the Furneaux Group , and probably have discovered Bass Strait , which would have cleared up the doubt , which he evidently felt , as to whether Tasmania was an island or not .",ASPECT,LOCATION,18.0
116,GB-117_sample_English_18.txt,GB-117_sample_English_18.txt_11614-12384,12353,12361,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=12353, end=12361, entitycategory=LOCATION)",Tasmania,"To the Southward of this point we could see no land , and yet it was clear in that Quarter , and by our Longitude compared with that of Tasman 's , the body of Van Diemen 's land ought to have bore due South from us , and from the soon falling of the Sea after the wind abated I had reason to think it did ; but as we did not see it , and finding the Coast to trend North-East and South-West , or rather more to the Westward , makes me Doubtfull whether they are one land or no . * ( * Had not the gale on the day before forced Cook to run to the northward , he would have made the north end of the Furneaux Group , and probably have discovered Bass Strait , which would have cleared up the doubt , which he evidently felt , as to whether Tasmania was an island or not .",ASPECT,LOCATION,18.0
117,GB-117_sample_English_18.txt,GB-117_sample_English_18.txt_11614-12384,12369,12375,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=12369, end=12375, entitycategory=NAT_LANDFORM)",island,"To the Southward of this point we could see no land , and yet it was clear in that Quarter , and by our Longitude compared with that of Tasman 's , the body of Van Diemen 's land ought to have bore due South from us , and from the soon falling of the Sea after the wind abated I had reason to think it did ; but as we did not see it , and finding the Coast to trend North-East and South-West , or rather more to the Westward , makes me Doubtfull whether they are one land or no . * ( * Had not the gale on the day before forced Cook to run to the northward , he would have made the north end of the Furneaux Group , and probably have discovered Bass Strait , which would have cleared up the doubt , which he evidently felt , as to whether Tasmania was an island or not .",ASPECT,NAT_LANDFORM,18.0
118,GB-117_sample_English_18.txt,GB-117_sample_English_18.txt_12429-12485,12453,12459,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=12453, end=12459, entitycategory=LOCATION)",Strait,Bass sailed through the Strait in a whale-boat in 1797 .,ASPECT,LOCATION,18.0
119,GB-117_sample_English_18.txt,GB-117_sample_English_18.txt_12486-12975,12486,12497,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=12486, end=12497, entitycategory=LOCATION)",Point Hicks,"Point Hicks was merely a rise in the coast-line , where it dipped below the horizon to the westward , and the name of Point Hicks Hill is now borne by an elevation that seems to agree with the position . ) However , every one who compares this Journal with that of Tasman 's will be as good a judge as I am ; but it is necessary to observe that I do not take the Situation of Vandiemen 's from the Printed Charts , but from the extract of Tasman 's Journal , published by Dirk Rembrantse .",ASPECT,LOCATION,18.0
120,GB-117_sample_English_18.txt,GB-117_sample_English_18.txt_12486-12975,12523,12533,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=12523, end=12533, entitycategory=NAT_LANDFORM)",coast-line,"Point Hicks was merely a rise in the coast-line , where it dipped below the horizon to the westward , and the name of Point Hicks Hill is now borne by an elevation that seems to agree with the position . ) However , every one who compares this Journal with that of Tasman 's will be as good a judge as I am ; but it is necessary to observe that I do not take the Situation of Vandiemen 's from the Printed Charts , but from the extract of Tasman 's Journal , published by Dirk Rembrantse .",ASPECT,NAT_LANDFORM,18.0
121,GB-117_sample_English_18.txt,GB-117_sample_English_18.txt_12486-12975,12604,12620,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=12604, end=12620, entitycategory=LOCATION)",Point Hicks Hill,"Point Hicks was merely a rise in the coast-line , where it dipped below the horizon to the westward , and the name of Point Hicks Hill is now borne by an elevation that seems to agree with the position . ) However , every one who compares this Journal with that of Tasman 's will be as good a judge as I am ; but it is necessary to observe that I do not take the Situation of Vandiemen 's from the Printed Charts , but from the extract of Tasman 's Journal , published by Dirk Rembrantse .",ASPECT,LOCATION,18.0
122,GB-117_sample_English_18.txt,GB-117_sample_English_18.txt_12486-12975,12751,12757,tess,"w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=12751, end=12757, entitycategory=PERSON)",Tasman,"Point Hicks was merely a rise in the coast-line , where it dipped below the horizon to the westward , and the name of Point Hicks Hill is now borne by an elevation that seems to agree with the position . ) However , every one who compares this Journal with that of Tasman 's will be as good a judge as I am ; but it is necessary to observe that I do not take the Situation of Vandiemen 's from the Printed Charts , but from the extract of Tasman 's Journal , published by Dirk Rembrantse .",ASPECT,PERSON,18.0
