# Este fichero incluye todos los dataset multilingues con las etiquetas correctas.
text,sentence,annotation,aspect_cat,words,gold_labels
"['Bodotria', 'Cyclaspis']","The sculpturing of the carapace , however , is unlike that of any species of Bodotria , where a lateral longitudinal keel is one of the most constant features , and on that account I refer the species provisionally to the genus Cyclaspis .","['ASPECT', 'ASPECT']","['FAUNA', 'FAUNA']","['The', 'sculpturing', 'of', 'the', 'carapace', ',', 'however', ',', 'is', 'unlike', 'that', 'of', 'any', 'species', 'of', 'Bodotria', ',', 'where', 'a', 'lateral', 'longitudinal', 'keel', 'is', 'one', 'of', 'the', 'most', 'constant', 'features', ',', 'and', 'on', 'that', 'account', 'I', 'refer', 'the', 'species', 'provisionally', 'to', 'the', 'genus', 'Cyclaspis', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O']"
['Bodotria'],Bodotria .,['ASPECT'],['FAUNA'],"['Bodotria', '.']","['B-FAUNA', 'O']"
['Bodotria'],Bodotria sp .,['ASPECT'],['FAUNA'],"['Bodotria', 'sp', '.']","['B-FAUNA', 'O', 'O']"
"['Gulf of Siam', 'Siam', 'Copenhagen', 'Copenhagen Museum']",Two male specimens of this genus appear to belong to a species which is represented by a series of both sexes from the Gulf of Siam in the collection of the Copenhagen Museum and which I propose to describe elsewhere .,"['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT']","['NAT_LANDFORM', 'LOCATION', 'LOCATION', 'HUM_LANDFORM']","['Two', 'male', 'specimens', 'of', 'this', 'genus', 'appear', 'to', 'belong', 'to', 'a', 'species', 'which', 'is', 'represented', 'by', 'a', 'series', 'of', 'both', 'sexes', 'from', 'the', 'Gulf', 'of', 'Siam', 'in', 'the', 'collection', 'of', 'the', 'Copenhagen', 'Museum', 'and', 'which', 'I', 'propose', 'to', 'describe', 'elsewhere', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'I-NAT_LANDFORM', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'I-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Le Vaillant, François', 'Le Vaillant, François', 'Ihe', 'Europe', 'Ihe']","Author: Le Vaillant, François,
Title: Le Vaillant, François,
Language: English
Seated on the ground , Ihe places it perpendicularly before her , in the fame manner as a harp is held in Europe : by putting her foot between the bow and the firing , taking care not to touch the latter , Ihe keeps it firm in that pofition .","['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT']","['PERSON', 'PERSON', 'PERSON', 'LOCATION', 'PERSON']","['Author', 'Le', 'Vaillant', ',', 'Franc', 'ois', ',', 'Title', 'Le', 'Vaillant', ',', 'Franc', 'ois', ',', 'Language', 'English', 'Seated', 'on', 'the', 'ground', ',', 'Ihe', 'places', 'it', 'perpendicularly', 'before', 'her', ',', 'in', 'the', 'fame', 'manner', 'as', 'a', 'harp', 'is', 'held', 'in', 'Europe', 'by', 'putting', 'her', 'foot', 'between', 'the', 'bow', 'and', 'the', 'firing', ',', 'taking', 'care', 'not', 'to', 'touch', 'the', 'latter', ',', 'Ihe', 'keeps', 'it', 'firm', 'in', 'that', 'pofition', '.']","['O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['AFRICA', 'whites', 'Hottentots', 'colonies']","I have AFRICA . 115 I have already faid that too much inter- courfe with the whites has ruined and cor- rupted their manners ; and of the truth of this affertion the Hottentots of the colonies are a ftriking example : thofe of the defart , being nothing different in nature , will per- haps yield one day to fedudion , ( hoiild it hap- pen to reach them , and w^ill fujffer themfelves to be led away by the force of example .","['ASPECT', 'ASPECT', 'NULL_CAT', 'ASPECT']","['LOCATION', 'PERSON', 'PERSON', 'ORGANISATION']","['I', 'have', 'AFRICA', '.', '115', 'I', 'have', 'already', 'faid', 'that', 'too', 'much', 'inter', 'courfe', 'with', 'the', 'whites', 'has', 'ruined', 'and', 'cor', 'rupted', 'their', 'manners', ';', 'and', 'of', 'the', 'truth', 'of', 'this', 'affertion', 'the', 'Hottentots', 'of', 'the', 'colonies', 'are', 'a', 'ftriking', 'example', 'thofe', 'of', 'the', 'defart', ',', 'being', 'nothing', 'different', 'in', 'nature', ',', 'will', 'per', 'haps', 'yield', 'one', 'day', 'to', 'fedudion', ',', 'hoiild', 'it', 'hap', 'pen', 'to', 'reach', 'them', ',', 'and', 'w', 'ill', 'fujffer', 'themfelves', 'to', 'be', 'led', 'away', 'by', 'the', 'force', 'of', 'example', '.']","['O', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'B-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Captain Cook', 'Eafter Ifles', 'Ifles', 'lafcivious courtezans', 'failors', 'favage nations', 'Europeans', 'w4 : iites']","Forfter , in his Voyage round the World with Captain Cook , , informs us thaC the women of Eafter Ifles were lafcivious courtezans J he does not conceal from us that the failors gave themfelves up openly and without fhame to the moft infamous debau- * chery with them ; but we ought to add , with -- out any hefitation , that the women of favage nations , once vifited by corrupted Europeans^ and too well acquainted with their perverfe inclinations , proftitute themfelves to all thofc who choofe to enjoy them , and gratify their tafte , doubtlefs from a dread of the barbarous cruelties which the w4 : iites are capable of committing .","['ASPECT', 'ASPECT', 'ASPECT', 'NULL_CAT', 'ASPECT', 'NULL_CAT', 'ASPECT', 'ASPECT']","['PERSON', 'LOCATION', 'NAT_LANDFORM', 'PERSON', 'PERSON', 'ORGANISATION', 'PERSON', 'PERSON']","['Forfter', ',', 'in', 'his', 'Voyage', 'round', 'the', 'World', 'with', 'Captain', 'Cook', ',', ',', 'informs', 'us', 'thaC', 'the', 'women', 'of', 'Eafter', 'Ifles', 'were', 'lafcivious', 'courtezans', 'J', 'he', 'does', 'not', 'conceal', 'from', 'us', 'that', 'the', 'failors', 'gave', 'themfelves', 'up', 'openly', 'and', 'without', 'fhame', 'to', 'the', 'moft', 'infamous', 'debau', 'chery', 'with', 'them', ';', 'but', 'we', 'ought', 'to', 'add', ',', 'with', 'out', 'any', 'hefitation', ',', 'that', 'the', 'women', 'of', 'favage', 'nations', ',', 'once', 'vifited', 'by', 'corrupted', 'Europeans', 'and', 'too', 'well', 'acquainted', 'with', 'their', 'perverfe', 'inclinations', ',', 'proftitute', 'themfelves', 'to', 'all', 'thofc', 'who', 'choofe', 'to', 'enjoy', 'them', ',', 'and', 'gratify', 'their', 'tafte', ',', 'doubtlefs', 'from', 'a', 'dread', 'of', 'the', 'barbarous', 'cruelties', 'which', 'the', 'w4', 'iites', 'are', 'capable', 'of', 'committing', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'B-NAT_LANDFORM', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANISATION', 'I-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O']"
['Hottentot'],"Any other perfon but a Hottentot would per- haps produce fome mufic from it , and render it agreeable : but the latter is contented with flamping it with his fingers ; and this he does without method and without art , and evea unintentionally .",['NULL_CAT'],['PERSON'],"['Any', 'other', 'perfon', 'but', 'a', 'Hottentot', 'would', 'per', 'haps', 'produce', 'fome', 'mufic', 'from', 'it', ',', 'and', 'render', 'it', 'agreeable', 'but', 'the', 'latter', 'is', 'contented', 'with', 'flamping', 'it', 'with', 'his', 'fingers', ';', 'and', 'this', 'he', 'does', 'without', 'method', 'and', 'without', 'art', ',', 'and', 'evea', 'unintentionally', '.']","['O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['brutes', 'brufes']","In all places wherever a defire of informa- tion induced me to enter upon this fubjedl with fuch women as I met in the courfe of \ % my ii6 TRAVELS IN my travels , I always received one fimple and uniform anfwer , which they give to thofe who , fufpedling them of inceftuous cohabita- tion , wifti to be convinced by their own ac- i : nowledgment : You compare us then to `` brutes , '' faid they to me ; for brufes alone are capable of doing what you fay . '' I wifli I may not be deceived — I believe In virtue , for the fake of thofe even who are un- acquainted with that word , and who have never written voluminous commentaries on the idea It contains .","['NULL_CAT', 'NULL_CAT']","['PERSON', 'PERSON']","['In', 'all', 'places', 'wherever', 'a', 'defire', 'of', 'informa', 'tion', 'induced', 'me', 'to', 'enter', 'upon', 'this', 'fubjedl', 'with', 'fuch', 'women', 'as', 'I', 'met', 'in', 'the', 'courfe', 'of', 'my', 'ii6', 'TRAVELS', 'IN', 'my', 'travels', ',', 'I', 'always', 'received', 'one', 'fimple', 'and', 'uniform', 'anfwer', ',', 'which', 'they', 'give', 'to', 'thofe', 'who', ',', 'fufpedling', 'them', 'of', 'inceftuous', 'cohabita', 'tion', ',', 'wifti', 'to', 'be', 'convinced', 'by', 'their', 'own', 'ac', 'i', 'nowledgment', 'You', 'compare', 'us', 'then', 'to', 'brutes', ',', ""''"", 'faid', 'they', 'to', 'me', ';', 'for', 'brufes', 'alone', 'are', 'capable', 'of', 'doing', 'what', 'you', 'fay', '.', ""''"", 'I', 'wifli', 'I', 'may', 'not', 'be', 'deceived', 'I', 'believe', 'In', 'virtue', ',', 'for', 'the', 'fake', 'of', 'thofe', 'even', 'who', 'are', 'un', 'acquainted', 'with', 'that', 'word', ',', 'and', 'who', 'have', 'never', 'written', 'voluminous', 'commentaries', 'on', 'the', 'idea', 'It', 'contains', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Creator', 'the human fpecles', 'clafs of animals']","Horror at the Idea of uniting with his own blood , Is one of the grandeft charafter- iftics by which the Creator wifhed to feparate the human fpecles from the clafs of animals ; and this infurmountable barrier can be broken only by the moft infamous depravation .","['ASPECT', 'NULL_CAT', 'NULL_CAT']","['MYTH', 'PERSON', 'FAUNA']","['Horror', 'at', 'the', 'Idea', 'of', 'uniting', 'with', 'his', 'own', 'blood', ',', 'Is', 'one', 'of', 'the', 'grandeft', 'charafter', 'iftics', 'by', 'which', 'the', 'Creator', 'wifhed', 'to', 'feparate', 'the', 'human', 'fpecles', 'from', 'the', 'clafs', 'of', 'animals', ';', 'and', 'this', 'infurmountable', 'barrier', 'can', 'be', 'broken', 'only', 'by', 'the', 'moft', 'infamous', 'depravation', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MYTH', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['favage', 'civilized countries']","Thefe principles the favage has received nei- ther from prejudice nor education ; he is In- debted AFRICA . 117 debted for them to nature : in him love is a very confined want , and he does not convert it , as in civilized countries , into a tumultu- ous paffion , which carries diforder and de- ftrudion along with it .","['NULL_CAT', 'NULL_CAT']","['PERSON', 'LOCATION']","['Thefe', 'principles', 'the', 'favage', 'has', 'received', 'nei', 'ther', 'from', 'prejudice', 'nor', 'education', ';', 'he', 'is', 'In', 'debted', 'AFRICA', '.', '117', 'debted', 'for', 'them', 'to', 'nature', 'in', 'him', 'love', 'is', 'a', 'very', 'confined', 'want', ',', 'and', 'he', 'does', 'not', 'convert', 'it', ',', 'as', 'in', 'civilized', 'countries', ',', 'into', 'a', 'tumultu', 'ous', 'paffion', ',', 'which', 'carries', 'diforder', 'and', 'de', 'ftrudion', 'along', 'with', 'it', '.']","['O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['Bufi^on'],"In vain fliould I attempt , after the example of Bufi^on , to era- dicate this fever of the mind , this difeafe of exalted imaginations .",['ASPECT'],['PERSON'],"['In', 'vain', 'fliould', 'I', 'attempt', ',', 'after', 'the', 'example', 'of', 'Bufi', 'on', ',', 'to', 'era', 'dicate', 'this', 'fever', 'of', 'the', 'mind', ',', 'this', 'difeafe', 'of', 'exalted', 'imaginations', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['poets', 'romance writers', 'antagonifts', 'di- vinity', 'chimeras']","I fhall not break to pieces an altar loaded with the rich gifts of poets and romance writers ; I fhould have too powerful antagonifts to combat : and the di- vinity who owes his birth to fuch beautiful chimeras , would let loofe his votaries agalnft me , nor ever forgive me for this impious fa * crilege .","['NULL_CAT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT']","['PERSON', 'PERSON', 'PERSON', 'MYTH', 'MYTH']","['I', 'fhall', 'not', 'break', 'to', 'pieces', 'an', 'altar', 'loaded', 'with', 'the', 'rich', 'gifts', 'of', 'poets', 'and', 'romance', 'writers', ';', 'I', 'fhould', 'have', 'too', 'powerful', 'antagonifts', 'to', 'combat', 'and', 'the', 'di', 'vinity', 'who', 'owes', 'his', 'birth', 'to', 'fuch', 'beautiful', 'chimeras', ',', 'would', 'let', 'loofe', 'his', 'votaries', 'agalnft', 'me', ',', 'nor', 'ever', 'forgive', 'me', 'for', 'this', 'impious', 'fa', 'crilege', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'B-MYTH', 'I-MYTH', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MYTH', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['phyfiognomift', 'reader', 'company', 'Hottentot', 'theourang- outang']","A phyfiognomift , or , if the reader clioofes , a modern wit , would entertain his company by affigning to the Hottentot , in the fcale of beings , a place between man and theourang- outang .","['ASPECT', 'ASPECT', 'NULL_CAT', 'NULL_CAT', 'ASPECT']","['PERSON', 'PERSON', 'PERSON', 'PERSON', 'FAUNA']","['A', 'phyfiognomift', ',', 'or', ',', 'if', 'the', 'reader', 'clioofes', ',', 'a', 'modern', 'wit', ',', 'would', 'entertain', 'his', 'company', 'by', 'affigning', 'to', 'the', 'Hottentot', ',', 'in', 'the', 'fcale', 'of', 'beings', ',', 'a', 'place', 'between', 'man', 'and', 'theourang', 'outang', '.']","['O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'O']"
"['his figure fufficiently beautiful', 'goodnefs of his heart']","I can not however confent to this fyftematlc arrangement ; the qualities which I efteem in him will never fuffer him to be degraded fo far ; and I have found his figure fufficiently beautiful , becaufe I experienced the goodnefs of his heart .","['NULL_CAT', 'NULL_CAT']","['PERSON', 'PERSON']","['I', 'can', 'not', 'however', 'confent', 'to', 'this', 'fyftematlc', 'arrangement', ';', 'the', 'qualities', 'which', 'I', 'efteem', 'in', 'him', 'will', 'never', 'fuffer', 'him', 'to', 'be', 'degraded', 'fo', 'far', ';', 'and', 'I', 'have', 'found', 'his', 'figure', 'fufficiently', 'beautiful', ',', 'becaufe', 'I', 'experienced', 'the', 'goodnefs', 'of', 'his', 'heart', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O']"
['thefe favages'],The romelpot is the mofl noify of all the inflruments of thefe favages .,['NULL_CAT'],['PERSON'],"['The', 'romelpot', 'is', 'the', 'mofl', 'noify', 'of', 'all', 'the', 'inflruments', 'of', 'thefe', 'favages', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O']"
"['fomething peculiar in his features', 'man- kind']",It muft indeed be allowed that there is fomething peculiar in his features ; which in a certain degree I 3 feparates iiB TRAVELS IN feparates him from the generality of man- kind .,"['NULL_CAT', 'ASPECT']","['PERSON', 'PERSON']","['It', 'muft', 'indeed', 'be', 'allowed', 'that', 'there', 'is', 'fomething', 'peculiar', 'in', 'his', 'features', ';', 'which', 'in', 'a', 'certain', 'degree', 'I', '3', 'feparates', 'iiB', 'TRAVELS', 'IN', 'feparates', 'him', 'from', 'the', 'generality', 'of', 'man', 'kind', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O']"
"['tree', 'fheep', 'per- * former']","It is formed of a piece of the trunk of a tree made hol- low , over one of the ends of which is flretched a fheep 's fkin well tanned ; on this the per- * former beats with his hands , or , to fpeak more accurately , with his fifls , and Ibmetimes even with a flick This inflrument , the found of which may be heard at a great diflance , is undoubtedly not a maflerpiece of invention ; but in every country it is ufual to fupply by noife what can not be obtained from tafle .","['ASPECT', 'ASPECT', 'ASPECT']","['FLORA', 'FAUNA', 'PERSON']","['It', 'is', 'formed', 'of', 'a', 'piece', 'of', 'the', 'trunk', 'of', 'a', 'tree', 'made', 'hol', 'low', ',', 'over', 'one', 'of', 'the', 'ends', 'of', 'which', 'is', 'flretched', 'a', 'fheep', ""'s"", 'fkin', 'well', 'tanned', ';', 'on', 'this', 'the', 'per', 'former', 'beats', 'with', 'his', 'hands', ',', 'or', ',', 'to', 'fpeak', 'more', 'accurately', ',', 'with', 'his', 'fifls', ',', 'and', 'Ibmetimes', 'even', 'with', 'a', 'flick', 'This', 'inflrument', ',', 'the', 'found', 'of', 'which', 'may', 'be', 'heard', 'at', 'a', 'great', 'diflance', ',', 'is', 'undoubtedly', 'not', 'a', 'maflerpiece', 'of', 'invention', ';', 'but', 'in', 'every', 'country', 'it', 'is', 'ufual', 'to', 'fupply', 'by', 'noife', 'what', 'can', 'not', 'be', 'obtained', 'from', 'tafle', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Chinefe', 'his hair has the refemblance of wool']","His inouth is large , and furnifhed with fmall teeth , well enamelled and perfedly white : his eyes , yery beautiful and open , incline a little to- wards the nofe , like thofe of the Chinefe : and to the fight and touch his hair has the refemblance of wool ; it is very fliort , curls naturally , and in colour is as black as ebony .","['NULL_CAT', 'NULL_CAT']","['PERSON', 'PERSON']","['His', 'inouth', 'is', 'large', ',', 'and', 'furnifhed', 'with', 'fmall', 'teeth', ',', 'well', 'enamelled', 'and', 'perfedly', 'white', 'his', 'eyes', ',', 'yery', 'beautiful', 'and', 'open', ',', 'incline', 'a', 'little', 'to', 'wards', 'the', 'nofe', ',', 'like', 'thofe', 'of', 'the', 'Chinefe', 'and', 'to', 'the', 'fight', 'and', 'touch', 'his', 'hair', 'has', 'the', 'refemblance', 'of', 'wool', ';', 'it', 'is', 'very', 'fliort', ',', 'curls', 'naturally', ',', 'and', 'in', 'colour', 'is', 'as', 'black', 'as', 'ebony', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
