Century;sentence;source_file;begin;end;annotator;_annotation;text;_sentence_text;annotation;aspect_cat;results;sentence_split;iob
20;BHL_118_sample_English_20.0.txt_19123-19147;['BHL_118_sample_English_20.0.txt'];[19123];[19131];['Florian_Debaene'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=19123, end=19131, entitycategory=FAUNA)'];['Plankton'];Plankton Exp . p. 56 ) .;['ASPECT'];['FAUNA'];(['Plankton', 'Exp', '.', 'p', '.', '56', '.'], ['B-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O']);['Plankton', 'Exp', '.', 'p', '.', '56', '.'];['B-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O']
20;BHL_118_sample_English_20.0.txt_19148-19289;['BHL_118_sample_English_20.0.txt'];[19148];[19153];['Florian_Debaene'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=19148, end=19153, entitycategory=PERSON)'];['Miers'];Miers ' text was right and his figure wrong in this respect , the male resembling the female in having exopods on the first three legs only .;['ASPECT'];['PERSON'];"(['Miers', ""'"", 'text', 'was', 'right', 'and', 'his', 'figure', 'wrong', 'in', 'this', 'respect', ',', 'the', 'male', 'resembling', 'the', 'female', 'in', 'having', 'exopods', 'on', 'the', 'first', 'three', 'legs', 'only', '.'], ['B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])";"['Miers', ""'"", 'text', 'was', 'right', 'and', 'his', 'figure', 'wrong', 'in', 'this', 'respect', ',', 'the', 'male', 'resembling', 'the', 'female', 'in', 'having', 'exopods', 'on', 'the', 'first', 'three', 'legs', 'only', '.']";['B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
20;BHL_118_sample_English_20.0.txt_19290-19422;['BHL_118_sample_English_20.0.txt'];[19361];[19367];['Florian_Debaene'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=19361, end=19367, entitycategory=PERSON)'];['Hansen'];Those on the second and third legs are , as described in the female by Hansen , quite small , unsegmented rods , without flagellum .;['ASPECT'];['PERSON'];(['Those', 'on', 'the', 'second', 'and', 'third', 'legs', 'are', ',', 'as', 'described', 'in', 'the', 'female', 'by', 'Hansen', ',', 'quite', 'small', ',', 'unsegmented', 'rods', ',', 'without', 'flagellum', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']);['Those', 'on', 'the', 'second', 'and', 'third', 'legs', 'are', ',', 'as', 'described', 'in', 'the', 'female', 'by', 'Hansen', ',', 'quite', 'small', ',', 'unsegmented', 'rods', ',', 'without', 'flagellum', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
20;BHL_118_sample_English_20.0.txt_19423-19784;['BHL_118_sample_English_20.0.txt', 'BHL_118_sample_English_20.0.txt', 'BHL_118_sample_English_20.0.txt', 'BHL_118_sample_English_20.0.txt'];[19498, 19532, 19575, 19663];[19515, 19547, 19586, 19675];['Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=19498, end=19515, entitycategory=FAUNA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=19532, end=19547, entitycategory=FAUNA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=19575, end=19586, entitycategory=FAUNA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=19663, end=19675, entitycategory=FAUNA)'];['Hcterocunia Sarsi', 'crenus Cumopsis', 'Bodotriidcc', 'ma.Killipeds'];In the number and character of the exopods present in both sexes therefore Hcterocunia Sarsi agrees with the crenus Cumopsis , which is referred to the Bodotriidcc , and it appears to differ from that o-enus mainlv in the form of the third ma.Killipeds , which have the basis and merus produced externally into pointed lobes and the carpus expanded internally .;['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT'];['FAUNA', 'FAUNA', 'FAUNA', 'FAUNA'];(['In', 'the', 'number', 'and', 'character', 'of', 'the', 'exopods', 'present', 'in', 'both', 'sexes', 'therefore', 'Hcterocunia', 'Sarsi', 'agrees', 'with', 'the', 'crenus', 'Cumopsis', ',', 'which', 'is', 'referred', 'to', 'the', 'Bodotriidcc', ',', 'and', 'it', 'appears', 'to', 'differ', 'from', 'that', 'o', 'enus', 'mainlv', 'in', 'the', 'form', 'of', 'the', 'third', 'ma', '.', 'Killipeds', ',', 'which', 'have', 'the', 'basis', 'and', 'merus', 'produced', 'externally', 'into', 'pointed', 'lobes', 'and', 'the', 'carpus', 'expanded', 'internally', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']);['In', 'the', 'number', 'and', 'character', 'of', 'the', 'exopods', 'present', 'in', 'both', 'sexes', 'therefore', 'Hcterocunia', 'Sarsi', 'agrees', 'with', 'the', 'crenus', 'Cumopsis', ',', 'which', 'is', 'referred', 'to', 'the', 'Bodotriidcc', ',', 'and', 'it', 'appears', 'to', 'differ', 'from', 'that', 'o', 'enus', 'mainlv', 'in', 'the', 'form', 'of', 'the', 'third', 'ma', '.', 'Killipeds', ',', 'which', 'have', 'the', 'basis', 'and', 'merus', 'produced', 'externally', 'into', 'pointed', 'lobes', 'and', 'the', 'carpus', 'expanded', 'internally', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
20;BHL_118_sample_English_20.0.txt_19785-19973;['BHL_118_sample_English_20.0.txt'];[19823];[19838];['Florian_Debaene'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=19823, end=19838, entitycategory=FAUNA)'];['Hetcromma Sarsi'];The species now described agrees with Hetcromma Sarsi in having , in the male sex , the last two legs without exopods , and in having the basis of the third maxillipeds strongly produced .;['ASPECT'];['FAUNA'];(['The', 'species', 'now', 'described', 'agrees', 'with', 'Hetcromma', 'Sarsi', 'in', 'having', ',', 'in', 'the', 'male', 'sex', ',', 'the', 'last', 'two', 'legs', 'without', 'exopods', ',', 'and', 'in', 'having', 'the', 'basis', 'of', 'the', 'third', 'maxillipeds', 'strongly', 'produced', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']);['The', 'species', 'now', 'described', 'agrees', 'with', 'Hetcromma', 'Sarsi', 'in', 'having', ',', 'in', 'the', 'male', 'sex', ',', 'the', 'last', 'two', 'legs', 'without', 'exopods', ',', 'and', 'in', 'having', 'the', 'basis', 'of', 'the', 'third', 'maxillipeds', 'strongly', 'produced', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
20;BHL_118_sample_English_20.0.txt_199-290;['BHL_118_sample_English_20.0.txt', 'BHL_118_sample_English_20.0.txt', 'BHL_118_sample_English_20.0.txt', 'BHL_118_sample_English_20.0.txt'];[199, 219, 244, 268];[216, 241, 265, 288];['Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=199, end=216, entitycategory=FAUNA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=219, end=241, entitycategory=FAUNA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=244, end=265, entitycategory=FAUNA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=268, end=288, entitycategory=FAUNA)'];['Heterocuma Weberi', 'Bathycuma longirostris', 'Pseudodiastylis ferox', 'Diastylis cingulatus'];Heterocuma Weberi , Bathycuma longirostris , Pseudodiastylis ferox , Diastylis cingulatus .;['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT'];['FAUNA', 'FAUNA', 'FAUNA', 'FAUNA'];(['Heterocuma', 'Weberi', ',', 'Bathycuma', 'longirostris', ',', 'Pseudodiastylis', 'ferox', ',', 'Diastylis', 'cingulatus', '.'], ['B-FAUNA', 'I-FAUNA', 'O', 'B-FAUNA', 'I-FAUNA', 'O', 'B-FAUNA', 'I-FAUNA', 'O', 'B-FAUNA', 'I-FAUNA', 'O']);['Heterocuma', 'Weberi', ',', 'Bathycuma', 'longirostris', ',', 'Pseudodiastylis', 'ferox', ',', 'Diastylis', 'cingulatus', '.'];['B-FAUNA', 'I-FAUNA', 'O', 'B-FAUNA', 'I-FAUNA', 'O', 'B-FAUNA', 'I-FAUNA', 'O', 'B-FAUNA', 'I-FAUNA', 'O']
20;BHL_118_sample_English_20.0.txt_20364-20423;['BHL_118_sample_English_20.0.txt'];[20414];[20421];['Florian_Debaene'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=20414, end=20421, entitycategory=FAUNA)'];['Cumacea'];The species takes a place among the largest known Cumacea .;['ASPECT'];['FAUNA'];(['The', 'species', 'takes', 'a', 'place', 'among', 'the', 'largest', 'known', 'Cumacea', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O']);['The', 'species', 'takes', 'a', 'place', 'among', 'the', 'largest', 'known', 'Cumacea', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O']
20;BHL_118_sample_English_20.0.txt_20424-20549;['BHL_118_sample_English_20.0.txt'];[20480];[20496];['Florian_Debaene'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=20480, end=20496, entitycategory=FAUNA)'];['Arctic Diastylis'];In length of body it appears to be excelled only by the Arctic Diastylis goodsiri^ which sometimes reaches a lengthof 35 mm .;['ASPECT'];['FAUNA'];(['In', 'length', 'of', 'body', 'it', 'appears', 'to', 'be', 'excelled', 'only', 'by', 'the', 'Arctic', 'Diastylis', 'goodsiri', 'which', 'sometimes', 'reaches', 'a', 'lengthof', '35', 'mm', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']);['In', 'length', 'of', 'body', 'it', 'appears', 'to', 'be', 'excelled', 'only', 'by', 'the', 'Arctic', 'Diastylis', 'goodsiri', 'which', 'sometimes', 'reaches', 'a', 'lengthof', '35', 'mm', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
20;BHL_118_sample_English_20.0.txt_20550-20561;['BHL_118_sample_English_20.0.txt'];[20550];[20559];['Florian_Debaene'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=20550, end=20559, entitycategory=FAUNA)'];['Bathycuma'];Bathycuma .;['ASPECT'];['FAUNA'];(['Bathycuma', '.'], ['B-FAUNA', 'O']);['Bathycuma', '.'];['B-FAUNA', 'O']
20;BHL_118_sample_English_20.0.txt_20565-20596;['BHL_118_sample_English_20.0.txt'];[20565];[20588];['Florian_Debaene'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=20565, end=20588, entitycategory=FAUNA)'];['Bathyctima longirostris'];Bathyctima longirostris n. sp .;['ASPECT'];['FAUNA'];(['Bathyctima', 'longirostris', 'n', '.', 'sp', '.'], ['B-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'O']);['Bathyctima', 'longirostris', 'n', '.', 'sp', '.'];['B-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'O']
20;BHL_118_sample_English_20.0.txt_2451-2731;['BHL_118_sample_English_20.0.txt'];[2645];[2658];['Florian_Debaene'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2645, end=2658, entitycategory=FAUNA)'];['C. exsctilpta'];Owing to the forward position of the posterior transverse ridge and to the oblique direction of its lateral continuation , the lateral depressed area , which is more nearly quadrangular than in C. exsctilpta , is much smaller and placed much further forward than in that species .;['ASPECT'];['FAUNA'];(['Owing', 'to', 'the', 'forward', 'position', 'of', 'the', 'posterior', 'transverse', 'ridge', 'and', 'to', 'the', 'oblique', 'direction', 'of', 'its', 'lateral', 'continuation', ',', 'the', 'lateral', 'depressed', 'area', ',', 'which', 'is', 'more', 'nearly', 'quadrangular', 'than', 'in', 'C', '.', 'exsctilpta', ',', 'is', 'much', 'smaller', 'and', 'placed', 'much', 'further', 'forward', 'than', 'in', 'that', 'species', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']);['Owing', 'to', 'the', 'forward', 'position', 'of', 'the', 'posterior', 'transverse', 'ridge', 'and', 'to', 'the', 'oblique', 'direction', 'of', 'its', 'lateral', 'continuation', ',', 'the', 'lateral', 'depressed', 'area', ',', 'which', 'is', 'more', 'nearly', 'quadrangular', 'than', 'in', 'C', '.', 'exsctilpta', ',', 'is', 'much', 'smaller', 'and', 'placed', 'much', 'further', 'forward', 'than', 'in', 'that', 'species', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
20;BHL_118_sample_English_20.0.txt_2732-3032;['BHL_118_sample_English_20.0.txt'];[3018];[3030];['Florian_Debaene'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3018, end=3030, entitycategory=FAUNA)'];['C. exsculpta'];Behind it , and nearly parallel to its posterior border , is a slightly curved ridge joining below a continuation of the lower horizontal ridge , and following it at about an equal distance is a still more oblique ridge which corresponds to the lateral one of the three dorsal keels in C. exsculpta .;['ASPECT'];['FAUNA'];(['Behind', 'it', ',', 'and', 'nearly', 'parallel', 'to', 'its', 'posterior', 'border', ',', 'is', 'a', 'slightly', 'curved', 'ridge', 'joining', 'below', 'a', 'continuation', 'of', 'the', 'lower', 'horizontal', 'ridge', ',', 'and', 'following', 'it', 'at', 'about', 'an', 'equal', 'distance', 'is', 'a', 'still', 'more', 'oblique', 'ridge', 'which', 'corresponds', 'to', 'the', 'lateral', 'one', 'of', 'the', 'three', 'dorsal', 'keels', 'in', 'C', '.', 'exsculpta', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'I-FAUNA', 'O']);['Behind', 'it', ',', 'and', 'nearly', 'parallel', 'to', 'its', 'posterior', 'border', ',', 'is', 'a', 'slightly', 'curved', 'ridge', 'joining', 'below', 'a', 'continuation', 'of', 'the', 'lower', 'horizontal', 'ridge', ',', 'and', 'following', 'it', 'at', 'about', 'an', 'equal', 'distance', 'is', 'a', 'still', 'more', 'oblique', 'ridge', 'which', 'corresponds', 'to', 'the', 'lateral', 'one', 'of', 'the', 'three', 'dorsal', 'keels', 'in', 'C', '.', 'exsculpta', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'I-FAUNA', 'O']
20;BHL_118_sample_English_20.0.txt_420-542;['BHL_118_sample_English_20.0.txt', 'BHL_118_sample_English_20.0.txt', 'BHL_118_sample_English_20.0.txt', 'BHL_118_sample_English_20.0.txt'];[438, 447, 497, 528];[441, 459, 506, 540];['Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=438, end=441, entitycategory=LAND_COVER)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=447, end=459, entitycategory=FAUNA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=497, end=506, entitycategory=LAND_COVER)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=528, end=540, entitycategory=FAUNA)'];['mud', 'Foraminifera', 'brown mud', 'Foraminifera'];Solid bluish grey mud with Foraminifera , covered by a 5 cm . thick layer of brown mud , uppermost layer of Foraminifera .;['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT'];['LAND_COVER', 'FAUNA', 'LAND_COVER', 'FAUNA'];(['Solid', 'bluish', 'grey', 'mud', 'with', 'Foraminifera', ',', 'covered', 'by', 'a', '5', 'cm', '.', 'thick', 'layer', 'of', 'brown', 'mud', ',', 'uppermost', 'layer', 'of', 'Foraminifera', '.'], ['O', 'O', 'O', 'B-LAND_COVER', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LAND_COVER', 'I-LAND_COVER', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O']);['Solid', 'bluish', 'grey', 'mud', 'with', 'Foraminifera', ',', 'covered', 'by', 'a', '5', 'cm', '.', 'thick', 'layer', 'of', 'brown', 'mud', ',', 'uppermost', 'layer', 'of', 'Foraminifera', '.'];['O', 'O', 'O', 'B-LAND_COVER', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LAND_COVER', 'I-LAND_COVER', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O']
20;BHL_118_sample_English_20.0.txt_4937-5087;['BHL_118_sample_English_20.0.txt', 'BHL_118_sample_English_20.0.txt'];[5001, 5028];[5014, 5032];['Florian_Debaene', 'Florian_Debaene'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=5001, end=5014, entitycategory=FAUNA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=5028, end=5032, entitycategory=PERSON)'];['C. atistralis', 'Sars'];The remaining pairs of legs do not differ greatly from those of C. atistralis , figured by Sars , except that the second pair are relatively shorter .;['ASPECT', 'ASPECT'];['FAUNA', 'PERSON'];(['The', 'remaining', 'pairs', 'of', 'legs', 'do', 'not', 'differ', 'greatly', 'from', 'those', 'of', 'C', '.', 'atistralis', ',', 'figured', 'by', 'Sars', ',', 'except', 'that', 'the', 'second', 'pair', 'are', 'relatively', 'shorter', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']);['The', 'remaining', 'pairs', 'of', 'legs', 'do', 'not', 'differ', 'greatly', 'from', 'those', 'of', 'C', '.', 'atistralis', ',', 'figured', 'by', 'Sars', ',', 'except', 'that', 'the', 'second', 'pair', 'are', 'relatively', 'shorter', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
20;BHL_118_sample_English_20.0.txt_543-559;['BHL_118_sample_English_20.0.txt'];[543];[551];['Florian_Debaene'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=543, end=551, entitycategory=BIOME)'];['Deep-sea'];Deep-sea trawl .;['ASPECT'];['BIOME'];(['Deep', 'sea', 'trawl', '.'], ['B-BIOME', 'I-BIOME', 'O', 'O']);['Deep', 'sea', 'trawl', '.'];['B-BIOME', 'I-BIOME', 'O', 'O']
20;BHL_118_sample_English_20.0.txt_560-582;['BHL_118_sample_English_20.0.txt'];[560];[580];['Florian_Debaene'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=560, end=580, entitycategory=FAUNA)'];['Diastylis cingulatus'];Diastylis cingulatus .;['ASPECT'];['FAUNA'];(['Diastylis', 'cingulatus', '.'], ['B-FAUNA', 'I-FAUNA', 'O']);['Diastylis', 'cingulatus', '.'];['B-FAUNA', 'I-FAUNA', 'O']
20;BHL_118_sample_English_20.0.txt_5778-5800;['BHL_118_sample_English_20.0.txt'];[5782];[5798];['Florian_Debaene'];['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=5782, end=5798, entitycategory=FAUNA, sentimentcategory=3)'];['immature females'];Two immature females .;['NULL_CAT'];['FAUNA'];(['Two', 'immature', 'females', '.'], ['O', 'B-FAUNA', 'I-FAUNA', 'O']);['Two', 'immature', 'females', '.'];['O', 'B-FAUNA', 'I-FAUNA', 'O']
20;BHL_118_sample_English_20.0.txt_5812-6136;['BHL_118_sample_English_20.0.txt', 'BHL_118_sample_English_20.0.txt', 'BHL_118_sample_English_20.0.txt', 'BHL_118_sample_English_20.0.txt', 'BHL_118_sample_English_20.0.txt', 'BHL_118_sample_English_20.0.txt', 'BHL_118_sample_English_20.0.txt'];[5852, 5924, 5975, 6001, 6083, 6110, 6124];[5874, 5933, 5987, 6005, 6099, 6119, 6134];['Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene', 'Florian_Debaene'];['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=5852, end=5874, entitycategory=FAUNA, sentimentcategory=5)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=5924, end=5933, entitycategory=FAUNA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=5975, end=5987, entitycategory=FAUNA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=6001, end=6005, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=6083, end=6099, entitycategory=NAT_LANDFORM)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=6110, end=6119, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=6124, end=6134, entitycategory=LOCATION)'];['very handsome .species', 'Cyclaspis', 'C. exsculpta', 'Sars', 'Flinders Passage', 'Australia', 'New Guinea'];By its stongly sculptured carapace this very handsome .species is at once distinguished from all the species of Cyclaspis hitherto described with the exception of C. exsculpta described by Sars from a fragmentary specimen obtained by the `` Challenger '' in 7 fathoms in Flinders Passage , between Australia and New Guinea .;['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT'];['FAUNA', 'FAUNA', 'FAUNA', 'PERSON', 'NAT_LANDFORM', 'LOCATION', 'LOCATION'];"(['By', 'its', 'stongly', 'sculptured', 'carapace', 'this', 'very', 'handsome', '.', 'species', 'is', 'at', 'once', 'distinguished', 'from', 'all', 'the', 'species', 'of', 'Cyclaspis', 'hitherto', 'described', 'with', 'the', 'exception', 'of', 'C', '.', 'exsculpta', 'described', 'by', 'Sars', 'from', 'a', 'fragmentary', 'specimen', 'obtained', 'by', 'the', 'Challenger', ""''"", 'in', '7', 'fathoms', 'in', 'Flinders', 'Passage', ',', 'between', 'Australia', 'and', 'New', 'Guinea', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'I-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'I-FAUNA', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'I-NAT_LANDFORM', 'O', 'O', 'B-LOCATION', 'O', 'B-LOCATION', 'I-LOCATION', 'O'])";"['By', 'its', 'stongly', 'sculptured', 'carapace', 'this', 'very', 'handsome', '.', 'species', 'is', 'at', 'once', 'distinguished', 'from', 'all', 'the', 'species', 'of', 'Cyclaspis', 'hitherto', 'described', 'with', 'the', 'exception', 'of', 'C', '.', 'exsculpta', 'described', 'by', 'Sars', 'from', 'a', 'fragmentary', 'specimen', 'obtained', 'by', 'the', 'Challenger', ""''"", 'in', '7', 'fathoms', 'in', 'Flinders', 'Passage', ',', 'between', 'Australia', 'and', 'New', 'Guinea', '.']";['O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'I-FAUNA', 'I-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'I-FAUNA', 'I-FAUNA', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'I-NAT_LANDFORM', 'O', 'O', 'B-LOCATION', 'O', 'B-LOCATION', 'I-LOCATION', 'O']
